OP,A1,A2,A3 
?,10931,10931,10931
?,43781,43781,43781
?,4214,4214,4214
?,11048,11048,11048
?,18684,18684,18684
?,37300,37300,37300
?,23671,23671,23671
?,17952,17952,17952
?,12779,12779,12779
?,44072,44072,44072
?,10861,10861,10861
?,38238,38238,38238
?,37199,37199,37199
?,1616,1616,1616
?,12292,12292,12292
?,10006,10006,10006
?,21890,21890,21890
?,14009,14009,14009
?,27581,27581,27581
?,7069,7069,7069
?,20429,20429,20429
?,18263,18263,18263
?,14579,14579,14579
?,34283,34283,34283
?,43860,43860,43860
?,575,575,575
?,22564,22564,22564
?,4642,4642,4642
?,21081,21081,21081
?,33072,33072,33072
?,38838,38838,38838
?,21660,21660,21660
?,50444,50444,50444
?,43811,43811,43811
?,48211,48211,48211
?,11911,11911,11911
?,29384,29384,29384
?,31553,31553,31553
?,33849,33849,33849
?,51307,51307,51307
?,51623,51623,51623
?,14447,14447,14447
?,49832,49832,49832
?,19147,19147,19147
?,4034,4034,4034
?,18851,18851,18851
?,45829,45829,45829
?,26818,26818,26818
?,27443,27443,27443
?,23049,23049,23049
?,3695,3695,3695
?,18766,18766,18766
?,28468,28468,28468
?,42988,42988,42988
?,48338,48338,48338
?,16115,16115,16115
?,33693,33693,33693
?,11414,11414,11414
?,46023,46023,46023
?,34743,34743,34743
?,11651,11651,11651
?,15046,15046,15046
?,11047,11047,11047
?,27061,27061,27061
?,27249,27249,27249
?,35152,35152,35152
?,2543,2543,2543
?,35935,35935,35935
?,24832,24832,24832
?,25658,25658,25658
?,13190,13190,13190
?,45361,45361,45361
?,5380,5380,5380
?,23422,23422,23422
?,10395,10395,10395
?,41981,41981,41981
?,31858,31858,31858
?,6426,6426,6426
?,29068,29068,29068
?,28963,28963,28963
?,27028,27028,27028
?,29760,29760,29760
?,18878,18878,18878
?,28354,28354,28354
?,25557,25557,25557
?,11067,11067,11067
?,45434,45434,45434
?,49496,49496,49496
?,2520,2520,2520
?,12592,12592,12592
?,22046,22046,22046
?,26901,26901,26901
?,45211,45211,45211
?,24854,24854,24854
?,4042,4042,4042
?,36999,36999,36999
?,17299,17299,17299
?,17895,17895,17895
?,25078,25078,25078
?,40122,40122,40122
?,32229,32229,32229
?,35637,35637,35637
?,38126,38126,38126
?,24241,24241,24241
?,22802,22802,22802
?,3207,3207,3207
?,3278,3278,3278
?,16743,16743,16743
?,31191,31191,31191
?,40795,40795,40795
?,27070,27070,27070
?,9924,9924,9924
?,26787,26787,26787
?,8745,8745,8745
?,23932,23932,23932
?,29405,29405,29405
?,34610,34610,34610
?,40392,40392,40392
?,31886,31886,31886
?,26670,26670,26670
?,7929,7929,7929
?,41934,41934,41934
?,24637,24637,24637
?,42299,42299,42299
?,36456,36456,36456
?,9590,9590,9590
?,37289,37289,37289
?,26592,26592,26592
?,36754,36754,36754
?,40148,40148,40148
?,43377,43377,43377
?,48858,48858,48858
?,36537,36537,36537
?,5031,5031,5031
?,36987,36987,36987
?,9230,9230,9230
?,35665,35665,35665
?,4379,4379,4379
?,210,210,210
?,33172,33172,33172
?,29468,29468,29468
?,7029,7029,7029
?,31982,31982,31982
?,41446,41446,41446
?,26009,26009,26009
?,43123,43123,43123
?,35642,35642,35642
?,10084,10084,10084
?,7580,7580,7580
?,22885,22885,22885
?,25935,25935,25935
?,21053,21053,21053
?,33528,33528,33528
?,35886,35886,35886
?,24813,24813,24813
?,36065,36065,36065
?,1332,1332,1332
?,10277,10277,10277
?,11236,11236,11236
?,27813,27813,27813
?,14961,14961,14961
?,18315,18315,18315
?,31001,31001,31001
?,6942,6942,6942
?,17963,17963,17963
?,43147,43147,43147
?,7480,7480,7480
?,47300,47300,47300
?,5316,5316,5316
?,43181,43181,43181
?,15324,15324,15324
?,25889,25889,25889
?,15881,15881,15881
?,5222,5222,5222
?,44252,44252,44252
?,32281,32281,32281
?,29147,29147,29147
?,28352,28352,28352
?,11835,11835,11835
?,25407,25407,25407
?,323,323,323
?,6303,6303,6303
?,34126,34126,34126
?,15094,15094,15094
?,23564,23564,23564
?,51958,51958,51958
?,31189,31189,31189
?,36755,36755,36755
?,18081,18081,18081
?,8143,8143,8143
?,50617,50617,50617
?,30077,30077,30077
?,1054,1054,1054
?,47577,47577,47577
?,35303,35303,35303
?,31556,31556,31556
?,4065,4065,4065
?,4517,4517,4517
?,17020,17020,17020
?,23958,23958,23958
?,551,551,551
?,26833,26833,26833
?,23561,23561,23561
?,36569,36569,36569
?,341,341,341
?,18619,18619,18619
?,25875,25875,25875
?,37051,37051,37051
?,20924,20924,20924
?,31013,31013,31013
?,21551,21551,21551
?,24085,24085,24085
?,20838,20838,20838
?,11737,11737,11737
?,24862,24862,24862
?,45572,45572,45572
?,28644,28644,28644
?,28585,28585,28585
?,25964,25964,25964
?,16684,16684,16684
?,45630,45630,45630
?,4472,4472,4472
?,21485,21485,21485
?,23550,23550,23550
?,29992,29992,29992
?,976,976,976
?,51551,51551,51551
?,49374,49374,49374
?,38951,38951,38951
?,40707,40707,40707
?,4570,4570,4570
?,40460,40460,40460
?,3383,3383,3383
?,30045,30045,30045
?,39784,39784,39784
?,36753,36753,36753
?,49408,49408,49408
?,18313,18313,18313
?,22725,22725,22725
?,41681,41681,41681
?,5072,5072,5072
?,30285,30285,30285
?,17413,17413,17413
?,43829,43829,43829
?,13716,13716,13716
?,34243,34243,34243
?,36207,36207,36207
?,46195,46195,46195
?,4992,4992,4992
?,49651,49651,49651
?,34440,34440,34440
?,45444,45444,45444
?,2003,2003,2003
?,16560,16560,16560
?,46355,46355,46355
?,2908,2908,2908
?,51494,51494,51494
?,820,820,820
?,38835,38835,38835
?,21641,21641,21641
?,26184,26184,26184
?,51164,51164,51164
?,13455,13455,13455
?,44090,44090,44090
?,41089,41089,41089
?,36898,36898,36898
?,19514,19514,19514
?,17153,17153,17153
?,46606,46606,46606
?,21735,21735,21735
?,14533,14533,14533
?,9850,9850,9850
?,42788,42788,42788
?,10307,10307,10307
?,5678,5678,5678
?,32339,32339,32339
?,43363,43363,43363
?,34294,34294,34294
?,16953,16953,16953
?,5835,5835,5835
?,22335,22335,22335
?,5645,5645,5645
?,42681,42681,42681
?,26396,26396,26396
?,26972,26972,26972
?,6206,6206,6206
?,49446,49446,49446
?,32003,32003,32003
?,23804,23804,23804
?,37323,37323,37323
?,28174,28174,28174
?,12318,12318,12318
?,5574,5574,5574
?,43265,43265,43265
?,13487,13487,13487
?,26817,26817,26817
?,48332,48332,48332
?,18003,18003,18003
?,13158,13158,13158
?,45551,45551,45551
?,43051,43051,43051
?,38001,38001,38001
?,25970,25970,25970
?,47180,47180,47180
?,12129,12129,12129
?,6972,6972,6972
?,41843,41843,41843
?,39731,39731,39731
?,32274,32274,32274
?,24876,24876,24876
?,17221,17221,17221
?,3454,3454,3454
?,12743,12743,12743
?,39640,39640,39640
?,15105,15105,15105
?,9592,9592,9592
?,30641,30641,30641
?,45375,45375,45375
?,8229,8229,8229
?,28925,28925,28925
?,45641,45641,45641
?,41636,41636,41636
?,24521,24521,24521
?,51394,51394,51394
?,4337,4337,4337
?,18608,18608,18608
?,47206,47206,47206
?,47250,47250,47250
?,9610,9610,9610
?,6233,6233,6233
?,16674,16674,16674
?,21560,21560,21560
?,18798,18798,18798
?,28836,28836,28836
?,34166,34166,34166
?,4194,4194,4194
?,27904,27904,27904
?,34620,34620,34620
?,38819,38819,38819
?,48145,48145,48145
?,26318,26318,26318
?,44682,44682,44682
?,23326,23326,23326
?,22919,22919,22919
?,9651,9651,9651
?,2576,2576,2576
?,35221,35221,35221
?,25812,25812,25812
?,11692,11692,11692
?,2424,2424,2424
?,29411,29411,29411
?,24922,24922,24922
?,28412,28412,28412
?,37676,37676,37676
?,51796,51796,51796
?,17656,17656,17656
?,8806,8806,8806
?,4753,4753,4753
?,29219,29219,29219
?,1962,1962,1962
?,751,751,751
?,43946,43946,43946
?,3412,3412,3412
?,6157,6157,6157
?,51815,51815,51815
?,35659,35659,35659
?,51633,51633,51633
?,34738,34738,34738
?,37080,37080,37080
?,17956,17956,17956
?,30261,30261,30261
?,46082,46082,46082
?,50415,50415,50415
?,22652,22652,22652
?,29512,29512,29512
?,36767,36767,36767
?,25995,25995,25995
?,10642,10642,10642
?,4130,4130,4130
?,33168,33168,33168
?,42989,42989,42989
?,1573,1573,1573
?,34681,34681,34681
?,7146,7146,7146
?,41970,41970,41970
?,26798,26798,26798
?,15636,15636,15636
?,49599,49599,49599
?,25745,25745,25745
?,2455,2455,2455
?,11220,11220,11220
?,440,440,440
?,37586,37586,37586
?,47142,47142,47142
?,26821,26821,26821
?,8204,8204,8204
?,35976,35976,35976
?,27690,27690,27690
?,36297,36297,36297
?,43911,43911,43911
?,46377,46377,46377
?,28060,28060,28060
?,3279,3279,3279
?,16808,16808,16808
?,17946,17946,17946
?,245,245,245
?,47282,47282,47282
?,50865,50865,50865
?,39449,39449,39449
?,43603,43603,43603
?,39299,39299,39299
?,38498,38498,38498
?,32553,32553,32553
?,22933,22933,22933
?,50059,50059,50059
?,29549,29549,29549
?,4086,4086,4086
?,28409,28409,28409
?,7655,7655,7655
?,36707,36707,36707
?,24575,24575,24575
?,6331,6331,6331
?,24801,24801,24801
?,33449,33449,33449
?,32866,32866,32866
?,41072,41072,41072
?,27406,27406,27406
?,11503,11503,11503
?,3095,3095,3095
?,20185,20185,20185
?,13926,13926,13926
?,41860,41860,41860
?,29640,29640,29640
?,33693,33693,33693
?,33790,33790,33790
?,51800,51800,51800
?,5906,5906,5906
?,43244,43244,43244
?,20749,20749,20749
?,34753,34753,34753
?,6170,6170,6170
?,19351,19351,19351
?,4250,4250,4250
?,1257,1257,1257
?,35317,35317,35317
?,45555,45555,45555
?,35937,35937,35937
?,12224,12224,12224
?,25462,25462,25462
?,49320,49320,49320
?,21043,21043,21043
?,9309,9309,9309
?,48188,48188,48188
?,23723,23723,23723
?,29213,29213,29213
?,23492,23492,23492
?,43087,43087,43087
?,47220,47220,47220
?,27740,27740,27740
?,39118,39118,39118
?,2346,2346,2346
?,29093,29093,29093
?,36049,36049,36049
?,44116,44116,44116
?,11190,11190,11190
?,12996,12996,12996
?,37366,37366,37366
?,48953,48953,48953
?,17357,17357,17357
?,19655,19655,19655
?,47082,47082,47082
?,34748,34748,34748
?,45018,45018,45018
?,3111,3111,3111
?,41569,41569,41569
?,47001,47001,47001
?,16785,16785,16785
?,34777,34777,34777
?,31397,31397,31397
?,13879,13879,13879
?,17868,17868,17868
?,766,766,766
?,20645,20645,20645
?,29862,29862,29862
?,4406,4406,4406
?,30490,30490,30490
?,40369,40369,40369
?,46445,46445,46445
?,34315,34315,34315
?,22367,22367,22367
?,29815,29815,29815
?,22406,22406,22406
?,47981,47981,47981
?,13373,13373,13373
?,38617,38617,38617
?,17087,17087,17087
?,26369,26369,26369
?,13103,13103,13103
?,18807,18807,18807
?,12826,12826,12826
?,4162,4162,4162
?,24178,24178,24178
?,11759,11759,11759
?,677,677,677
?,35958,35958,35958
?,42186,42186,42186
?,12223,12223,12223
?,23862,23862,23862
?,33379,33379,33379
?,3265,3265,3265
?,42075,42075,42075
?,8624,8624,8624
?,38680,38680,38680
?,36329,36329,36329
?,9213,9213,9213
?,21701,21701,21701
?,5745,5745,5745
?,50768,50768,50768
?,27473,27473,27473
?,48924,48924,48924
?,10997,10997,10997
?,35070,35070,35070
?,5426,5426,5426
?,25856,25856,25856
?,29836,29836,29836
?,47918,47918,47918
?,42669,42669,42669
?,12191,12191,12191
?,48583,48583,48583
?,43943,43943,43943
?,29159,29159,29159
?,40605,40605,40605
?,24641,24641,24641
?,51576,51576,51576
?,26143,26143,26143
?,51052,51052,51052
?,18046,18046,18046
?,4617,4617,4617
?,359,359,359
?,3259,3259,3259
?,4729,4729,4729
?,8783,8783,8783
?,33211,33211,33211
?,15287,15287,15287
?,46396,46396,46396
?,17351,17351,17351
?,17797,17797,17797
?,40525,40525,40525
?,10834,10834,10834
?,4062,4062,4062
?,43300,43300,43300
?,31881,31881,31881
?,41213,41213,41213
?,15301,15301,15301
?,4368,4368,4368
?,1521,1521,1521
?,33362,33362,33362
?,14244,14244,14244
?,45504,45504,45504
?,31785,31785,31785
?,1315,1315,1315
?,48323,48323,48323
?,34938,34938,34938
?,40181,40181,40181
?,434,434,434
?,22193,22193,22193
?,13604,13604,13604
?,32479,32479,32479
?,32329,32329,32329
?,40858,40858,40858
?,37769,37769,37769
?,46100,46100,46100
?,34967,34967,34967
?,20965,20965,20965
?,4256,4256,4256
?,39995,39995,39995
?,25895,25895,25895
?,23518,23518,23518
?,9987,9987,9987
?,35388,35388,35388
?,19298,19298,19298
?,20323,20323,20323
?,21707,21707,21707
?,18898,18898,18898
?,3994,3994,3994
?,25057,25057,25057
?,17961,17961,17961
?,45760,45760,45760
?,40106,40106,40106
?,32022,32022,32022
?,30691,30691,30691
?,28573,28573,28573
?,35462,35462,35462
?,39891,39891,39891
?,30801,30801,30801
?,38625,38625,38625
?,37385,37385,37385
?,3828,3828,3828
?,13925,13925,13925
?,9669,9669,9669
?,47622,47622,47622
?,14405,14405,14405
?,46014,46014,46014
?,34460,34460,34460
?,19578,19578,19578
?,36642,36642,36642
?,7537,7537,7537
?,37897,37897,37897
?,21301,21301,21301
?,965,965,965
?,1245,1245,1245
?,626,626,626
?,6488,6488,6488
?,50499,50499,50499
?,24039,24039,24039
?,45736,45736,45736
?,42261,42261,42261
?,37269,37269,37269
?,48020,48020,48020
?,45508,45508,45508
?,25409,25409,25409
?,39101,39101,39101
?,13576,13576,13576
?,44353,44353,44353
?,23153,23153,23153
?,17548,17548,17548
?,5441,5441,5441
?,38456,38456,38456
?,33199,33199,33199
?,37446,37446,37446
?,13758,13758,13758
?,11471,11471,11471
?,2749,2749,2749
?,39297,39297,39297
?,36544,36544,36544
?,37834,37834,37834
?,38979,38979,38979
?,16194,16194,16194
?,27943,27943,27943
?,49849,49849,49849
?,21200,21200,21200
?,38752,38752,38752
?,21463,21463,21463
?,20697,20697,20697
?,11032,11032,11032
?,15343,15343,15343
?,24631,24631,24631
?,27592,27592,27592
?,11271,11271,11271
?,26669,26669,26669
?,46717,46717,46717
?,17001,17001,17001
?,13062,13062,13062
?,29391,29391,29391
?,45855,45855,45855
?,29690,29690,29690
?,4834,4834,4834
?,20764,20764,20764
?,29879,29879,29879
?,45562,45562,45562
?,49480,49480,49480
?,35104,35104,35104
?,38582,38582,38582
?,37368,37368,37368
?,15108,15108,15108
?,32547,32547,32547
?,45636,45636,45636
?,3010,3010,3010
?,12778,12778,12778
?,34663,34663,34663
?,31276,31276,31276
?,9193,9193,9193
?,25617,25617,25617
?,8772,8772,8772
?,48773,48773,48773
?,8116,8116,8116
?,30544,30544,30544
?,33047,33047,33047
?,34098,34098,34098
?,10970,10970,10970
?,39632,39632,39632
?,13540,13540,13540
?,44128,44128,44128
?,48658,48658,48658
?,4900,4900,4900
?,17654,17654,17654
?,20222,20222,20222
?,36672,36672,36672
?,29469,29469,29469
?,47132,47132,47132
?,45552,45552,45552
?,48718,48718,48718
?,39703,39703,39703
?,20429,20429,20429
?,30660,30660,30660
?,25590,25590,25590
?,39326,39326,39326
?,43191,43191,43191
?,15715,15715,15715
?,9222,9222,9222
?,21629,21629,21629
?,48436,48436,48436
?,30790,30790,30790
?,11944,11944,11944
?,24813,24813,24813
?,3216,3216,3216
?,18551,18551,18551
?,18639,18639,18639
?,50955,50955,50955
?,39990,39990,39990
?,2001,2001,2001
?,40933,40933,40933
?,8873,8873,8873
?,23043,23043,23043
?,44175,44175,44175
?,9805,9805,9805
?,51170,51170,51170
?,42554,42554,42554
?,8302,8302,8302
?,34599,34599,34599
?,2669,2669,2669
?,15021,15021,15021
?,38376,38376,38376
?,48610,48610,48610
?,2287,2287,2287
?,37201,37201,37201
?,36776,36776,36776
?,36296,36296,36296
?,51197,51197,51197
?,85,85,85
?,10186,10186,10186
?,22419,22419,22419
?,42301,42301,42301
?,15414,15414,15414
?,24066,24066,24066
?,9430,9430,9430
?,16336,16336,16336
?,20196,20196,20196
?,36237,36237,36237
?,18685,18685,18685
?,29003,29003,29003
?,49279,49279,49279
?,43920,43920,43920
?,6451,6451,6451
?,9605,9605,9605
?,17088,17088,17088
?,19778,19778,19778
?,38083,38083,38083
?,31674,31674,31674
?,31656,31656,31656
?,35354,35354,35354
?,32578,32578,32578
?,41153,41153,41153
?,11569,11569,11569
?,28353,28353,28353
?,33618,33618,33618
?,23471,23471,23471
?,26925,26925,26925
?,20726,20726,20726
?,23919,23919,23919
?,48321,48321,48321
?,938,938,938
?,23527,23527,23527
?,45121,45121,45121
?,8753,8753,8753
?,33991,33991,33991
?,18332,18332,18332
?,15535,15535,15535
?,639,639,639
?,19639,19639,19639
?,19338,19338,19338
?,15992,15992,15992
?,42762,42762,42762
?,19785,19785,19785
?,9836,9836,9836
?,18042,18042,18042
?,27435,27435,27435
?,17382,17382,17382
?,49301,49301,49301
?,23583,23583,23583
?,10416,10416,10416
?,10341,10341,10341
?,2589,2589,2589
?,14930,14930,14930
?,40134,40134,40134
?,18893,18893,18893
?,36745,36745,36745
?,2750,2750,2750
?,23137,23137,23137
?,16309,16309,16309
?,51344,51344,51344
?,47968,47968,47968
?,16172,16172,16172
?,6715,6715,6715
?,42675,42675,42675
?,51733,51733,51733
?,35084,35084,35084
?,24532,24532,24532
?,19290,19290,19290
?,15911,15911,15911
?,51752,51752,51752
?,32149,32149,32149
?,35123,35123,35123
?,12137,12137,12137
?,41828,41828,41828
?,27844,27844,27844
?,41914,41914,41914
?,11221,11221,11221
?,20993,20993,20993
?,51624,51624,51624
?,42544,42544,42544
?,36998,36998,36998
?,19685,19685,19685
?,51453,51453,51453
?,22450,22450,22450
?,34886,34886,34886
?,43746,43746,43746
?,12417,12417,12417
?,35283,35283,35283
?,50943,50943,50943
?,41060,41060,41060
?,42311,42311,42311
?,21848,21848,21848
?,12175,12175,12175
?,5819,5819,5819
?,19386,19386,19386
?,39572,39572,39572
?,22924,22924,22924
?,29935,29935,29935
?,45618,45618,45618
?,44069,44069,44069
?,49414,49414,49414
?,40839,40839,40839
?,21884,21884,21884
?,31258,31258,31258
?,25762,25762,25762
?,32334,32334,32334
?,26153,26153,26153
?,1594,1594,1594
?,11331,11331,11331
?,50447,50447,50447
?,50829,50829,50829
?,18570,18570,18570
?,18456,18456,18456
?,3304,3304,3304
?,5001,5001,5001
?,7025,7025,7025
?,49883,49883,49883
?,18918,18918,18918
?,12714,12714,12714
?,11741,11741,11741
?,49744,49744,49744
?,3162,3162,3162
?,20813,20813,20813
?,48068,48068,48068
?,17769,17769,17769
?,34471,34471,34471
?,33671,33671,33671
?,308,308,308
?,14663,14663,14663
?,31268,31268,31268
?,10757,10757,10757
?,6892,6892,6892
?,32254,32254,32254
?,36355,36355,36355
?,34158,34158,34158
?,28729,28729,28729
?,36610,36610,36610
?,20388,20388,20388
?,19474,19474,19474
?,5049,5049,5049
?,48979,48979,48979
?,23000,23000,23000
?,47251,47251,47251
?,3130,3130,3130
?,23993,23993,23993
?,26317,26317,26317
?,36553,36553,36553
?,48387,48387,48387
?,49755,49755,49755
?,9056,9056,9056
?,36488,36488,36488
?,25628,25628,25628
?,47646,47646,47646
?,3399,3399,3399
?,31161,31161,31161
?,16475,16475,16475
?,34997,34997,34997
?,21754,21754,21754
?,12278,12278,12278
?,37146,37146,37146
?,33416,33416,33416
?,24617,24617,24617
?,30183,30183,30183
?,50402,50402,50402
?,24057,24057,24057
?,21867,21867,21867
?,18705,18705,18705
?,9242,9242,9242
?,10419,10419,10419
?,45205,45205,45205
?,35492,35492,35492
?,15768,15768,15768
?,37144,37144,37144
?,11180,11180,11180
?,20277,20277,20277
?,31985,31985,31985
?,49076,49076,49076
?,12102,12102,12102
?,41798,41798,41798
?,41419,41419,41419
?,45004,45004,45004
?,1369,1369,1369
?,45183,45183,45183
?,34895,34895,34895
?,5984,5984,5984
?,30639,30639,30639
?,10384,10384,10384
?,32500,32500,32500
?,24034,24034,24034
?,43773,43773,43773
?,22900,22900,22900
?,50057,50057,50057
?,8884,8884,8884
?,24572,24572,24572
?,33171,33171,33171
?,36900,36900,36900
?,14600,14600,14600
?,38729,38729,38729
?,20344,20344,20344
?,11307,11307,11307
?,22518,22518,22518
?,37407,37407,37407
?,25303,25303,25303
?,11984,11984,11984
?,50410,50410,50410
?,15028,15028,15028
?,29294,29294,29294
?,19210,19210,19210
?,6741,6741,6741
?,45091,45091,45091
?,5557,5557,5557
?,44196,44196,44196
?,6859,6859,6859
?,11845,11845,11845
?,7121,7121,7121
?,16210,16210,16210
?,37142,37142,37142
?,20858,20858,20858
?,7670,7670,7670
?,7138,7138,7138
?,26246,26246,26246
?,31057,31057,31057
?,13210,13210,13210
?,28968,28968,28968
?,17138,17138,17138
?,43667,43667,43667
?,39593,39593,39593
?,32503,32503,32503
?,28247,28247,28247
?,11559,11559,11559
?,41222,41222,41222
?,42512,42512,42512
?,11216,11216,11216
?,2930,2930,2930
?,11478,11478,11478
?,6219,6219,6219
?,21762,21762,21762
?,17614,17614,17614
?,51012,51012,51012
?,20031,20031,20031
?,8459,8459,8459
?,15876,15876,15876
?,34820,34820,34820
?,40069,40069,40069
?,39825,39825,39825
?,15353,15353,15353
?,42073,42073,42073
?,17500,17500,17500
?,44746,44746,44746
?,29118,29118,29118
?,21736,21736,21736
?,35352,35352,35352
?,17768,17768,17768
?,13500,13500,13500
?,30517,30517,30517
?,18314,18314,18314
?,219,219,219
?,8221,8221,8221
?,42023,42023,42023
?,31964,31964,31964
?,42893,42893,42893
?,51015,51015,51015
?,35675,35675,35675
?,1079,1079,1079
?,24885,24885,24885
?,41702,41702,41702
?,8300,8300,8300
?,48717,48717,48717
?,47643,47643,47643
?,1396,1396,1396
?,39359,39359,39359
?,9250,9250,9250
?,10763,10763,10763
?,28876,28876,28876
?,22069,22069,22069
?,6604,6604,6604
?,23732,23732,23732
?,36471,36471,36471
?,40845,40845,40845
?,22138,22138,22138
?,47786,47786,47786
?,42441,42441,42441
?,23529,23529,23529
?,9808,9808,9808
?,14319,14319,14319
?,3520,3520,3520
?,16960,16960,16960
?,23141,23141,23141
?,44278,44278,44278
?,42950,42950,42950
?,51483,51483,51483
?,7158,7158,7158
?,45578,45578,45578
?,16491,16491,16491
?,10575,10575,10575
?,19643,19643,19643
?,26542,26542,26542
?,37491,37491,37491
?,28557,28557,28557
?,13695,13695,13695
?,31433,31433,31433
?,6299,6299,6299
?,2438,2438,2438
?,37993,37993,37993
?,38351,38351,38351
?,39964,39964,39964
?,26254,26254,26254
?,17847,17847,17847
?,5890,5890,5890
?,10992,10992,10992
?,16823,16823,16823
?,38445,38445,38445
?,23931,23931,23931
?,25467,25467,25467
?,51763,51763,51763
?,35313,35313,35313
?,35171,35171,35171
?,44945,44945,44945
?,4845,4845,4845
?,39053,39053,39053
?,4161,4161,4161
?,8060,8060,8060
?,6994,6994,6994
?,51084,51084,51084
?,9207,9207,9207
?,38024,38024,38024
?,5070,5070,5070
?,38734,38734,38734
?,29474,29474,29474
?,17463,17463,17463
?,9515,9515,9515
?,28065,28065,28065
?,40398,40398,40398
?,17725,17725,17725
?,7549,7549,7549
?,4640,4640,4640
?,50727,50727,50727
?,5811,5811,5811
?,29626,29626,29626
?,45053,45053,45053
?,8933,8933,8933
?,13622,13622,13622
?,16640,16640,16640
?,42930,42930,42930
?,27745,27745,27745
?,25626,25626,25626
?,1062,1062,1062
?,15285,15285,15285
?,34129,34129,34129
?,397,397,397
?,37229,37229,37229
?,1885,1885,1885
?,8018,8018,8018
?,15381,15381,15381
?,6572,6572,6572
?,32427,32427,32427
?,6935,6935,6935
?,34226,34226,34226
?,31353,31353,31353
?,5892,5892,5892
?,34781,34781,34781
?,3652,3652,3652
?,15141,15141,15141
?,27262,27262,27262
?,13676,13676,13676
?,4872,4872,4872
?,14728,14728,14728
?,46585,46585,46585
?,17350,17350,17350
?,29440,29440,29440
?,39756,39756,39756
?,10017,10017,10017
?,6967,6967,6967
?,50456,50456,50456
?,37501,37501,37501
?,2820,2820,2820
?,14480,14480,14480
?,46229,46229,46229
?,9520,9520,9520
?,48975,48975,48975
?,33863,33863,33863
?,44509,44509,44509
?,32301,32301,32301
?,51095,51095,51095
?,41426,41426,41426
?,7414,7414,7414
?,31532,31532,31532
?,5259,5259,5259
?,33557,33557,33557
?,20492,20492,20492
?,25502,25502,25502
?,2182,2182,2182
?,24901,24901,24901
?,46919,46919,46919
?,30876,30876,30876
?,7541,7541,7541
?,17990,17990,17990
?,34889,34889,34889
?,41763,41763,41763
?,40870,40870,40870
?,47383,47383,47383
?,34359,34359,34359
?,4378,4378,4378
?,23907,23907,23907
?,46133,46133,46133
?,15254,15254,15254
?,12037,12037,12037
?,2086,2086,2086
?,45920,45920,45920
?,6683,6683,6683
?,1933,1933,1933
?,45862,45862,45862
?,30721,30721,30721
?,44509,44509,44509
?,15032,15032,15032
?,50804,50804,50804
?,44180,44180,44180
?,23767,23767,23767
?,23366,23366,23366
?,33697,33697,33697
?,12801,12801,12801
?,49671,49671,49671
?,5051,5051,5051
?,1591,1591,1591
?,28602,28602,28602
?,9841,9841,9841
?,5571,5571,5571
?,10546,10546,10546
?,33615,33615,33615
?,32872,32872,32872
?,39034,39034,39034
?,43597,43597,43597
?,7372,7372,7372
?,27050,27050,27050
?,49514,49514,49514
?,38743,38743,38743
?,19614,19614,19614
?,2373,2373,2373
?,16504,16504,16504
?,37406,37406,37406
?,24628,24628,24628
?,15748,15748,15748
?,48748,48748,48748
?,27104,27104,27104
?,21808,21808,21808
?,51967,51967,51967
?,47350,47350,47350
?,1519,1519,1519
?,35414,35414,35414
?,46066,46066,46066
?,32830,32830,32830
?,10319,10319,10319
?,40669,40669,40669
?,429,429,429
?,13558,13558,13558
?,6426,6426,6426
?,7568,7568,7568
?,36109,36109,36109
?,27638,27638,27638
?,598,598,598
?,39571,39571,39571
?,4059,4059,4059
?,38066,38066,38066
?,42698,42698,42698
?,7363,7363,7363
?,26490,26490,26490
?,25558,25558,25558
?,25297,25297,25297
?,28412,28412,28412
?,22392,22392,22392
?,47526,47526,47526
?,42030,42030,42030
?,3627,3627,3627
?,36547,36547,36547
?,23999,23999,23999
?,26506,26506,26506
?,9333,9333,9333
?,16519,16519,16519
?,21464,21464,21464
?,22026,22026,22026
?,22062,22062,22062
?,12887,12887,12887
?,33920,33920,33920
?,5732,5732,5732
?,44692,44692,44692
?,3364,3364,3364
?,40370,40370,40370
?,2376,2376,2376
?,17509,17509,17509
?,10052,10052,10052
?,37258,37258,37258
?,33239,33239,33239
?,23767,23767,23767
?,26033,26033,26033
?,20680,20680,20680
?,35981,35981,35981
?,23610,23610,23610
?,6191,6191,6191
?,16007,16007,16007
?,31022,31022,31022
?,40359,40359,40359
?,31758,31758,31758
?,10529,10529,10529
?,32089,32089,32089
?,21241,21241,21241
?,16586,16586,16586
?,23254,23254,23254
?,34374,34374,34374
?,5265,5265,5265
?,18514,18514,18514
?,15064,15064,15064
?,413,413,413
?,9558,9558,9558
?,12629,12629,12629
?,50244,50244,50244
?,48100,48100,48100
?,18792,18792,18792
?,22875,22875,22875
?,39884,39884,39884
?,38847,38847,38847
?,37273,37273,37273
?,10201,10201,10201
?,31799,31799,31799
?,17862,17862,17862
?,50448,50448,50448
?,26313,26313,26313
?,43594,43594,43594
?,48219,48219,48219
?,27697,27697,27697
?,11245,11245,11245
?,43769,43769,43769
?,6832,6832,6832
?,26825,26825,26825
?,45570,45570,45570
?,31177,31177,31177
?,34983,34983,34983
?,20779,20779,20779
?,23232,23232,23232
?,21600,21600,21600
?,49697,49697,49697
?,29253,29253,29253
?,27369,27369,27369
?,379,379,379
?,21628,21628,21628
?,33063,33063,33063
?,31024,31024,31024
?,36244,36244,36244
