OP,A1,A2,A3 
+,669,787,14
+,1410,804,780
+,1432,66,600
+,4933,356,310
+,5609,229,460
+,6424,704,884
+,3664,859,488
+,1827,399,276
+,3571,491,225
+,4162,926,136
+,6523,799,240
+,990,497,393
+,7984,971,564
+,4792,657,956
+,507,112,274
+,2602,379,534
+,1625,706,101
+,6818,882,674
+,4669,818,317
+,7047,413,20
+,6188,580,980
+,4739,109,247
+,3710,289,258
+,7694,250,775
+,7201,684,953
+,1869,876,628
+,135,818,946
+,5733,943,187
+,6621,508,1000
+,6529,3,152
+,3598,20,335
+,5221,706,788
+,118,429,581
+,6825,1,492
+,4188,191,111
+,3196,313,738
+,555,435,257
+,1652,823,278
+,5598,204,643
+,6924,685,862
+,6045,616,578
+,6279,365,98
+,651,483,639
+,4581,911,250
+,2110,46,878
+,3734,365,482
+,4695,246,545
+,2115,504,233
+,5162,980,575
+,5216,706,78
+,3034,578,917
+,7963,236,420
+,865,44,209
+,5551,422,547
+,769,74,105
+,365,999,561
+,4303,735,138
+,2477,755,219
+,1707,379,99
+,3663,262,11
+,1103,601,418
+,1314,287,658
+,5504,911,460
+,6202,214,95
+,4145,945,242
+,1230,121,95
+,4481,256,810
+,4443,549,764
+,402,960,779
+,2805,45,487
+,2851,283,554
+,4791,673,775
+,7637,746,6
+,7479,862,501
+,1241,221,814
+,3250,908,338
+,5869,90,515
+,1383,234,947
+,7920,284,0
+,6970,713,357
+,6022,365,771
+,5683,569,712
+,4103,27,756
+,4502,642,585
+,6267,683,281
+,2828,176,842
+,1357,239,755
+,1621,750,183
+,7053,847,214
+,5178,135,302
+,2841,62,677
+,6921,231,633
+,6305,32,120
+,2532,934,741
+,589,375,642
+,1650,901,779
+,1128,854,703
+,705,157,704
+,5985,853,922
+,1937,485,387
+,2494,175,383
+,5594,545,179
+,6803,863,914
+,5335,111,86
+,3832,161,216
+,4198,157,425
+,4342,445,234
+,3480,832,170
+,5644,730,532
+,1171,568,905
+,4559,543,972
+,6334,954,605
+,3193,984,939
+,5313,337,907
+,6623,161,848
+,6643,545,676
+,4718,220,976
+,6907,435,176
+,2408,856,813
+,6024,285,323
+,3938,620,219
+,6518,751,817
+,4689,855,20
+,7804,415,302
+,3610,791,548
+,3201,949,93
+,5804,595,118
+,5568,711,129
+,7019,55,235
+,6097,717,546
+,5322,877,115
+,6071,490,404
+,7870,665,594
+,4661,755,836
+,5199,54,530
+,1335,551,896
+,2261,818,129
+,1627,929,51
+,6681,878,621
+,6075,905,75
+,5640,551,565
+,274,347,537
+,3306,95,265
+,4040,340,562
+,1309,847,182
+,5821,437,502
+,2437,858,210
+,3416,822,808
+,3712,715,651
+,5209,530,151
+,4752,452,73
+,7909,738,649
+,7582,82,755
+,7671,329,471
+,5864,697,282
+,1734,345,30
+,3873,783,11
+,5612,27,793
+,7011,707,24
+,6648,829,740
+,4517,85,330
+,4213,775,760
+,708,652,599
+,5203,84,704
+,3101,492,975
+,492,100,449
+,603,915,551
+,4166,380,58
+,2775,645,766
+,5309,619,26
+,3278,153,361
+,6922,388,688
+,5496,813,936
+,2056,661,296
+,142,299,267
+,5634,87,558
+,7890,151,614
+,4847,590,552
+,3929,294,502
+,1950,932,786
+,4427,154,179
+,2345,781,295
+,1944,636,807
+,3594,321,388
+,7864,41,519
+,1714,478,26
+,2140,613,50
+,3352,677,267
+,1585,251,386
+,7021,651,349
+,3835,370,741
+,2267,281,542
+,6213,414,386
+,7502,125,241
+,3098,152,816
+,6822,523,233
+,2217,378,677
+,3310,374,317
+,1408,174,803
+,2736,384,747
+,351,565,731
+,6853,640,481
+,2733,416,212
+,2852,420,616
+,6058,628,571
+,619,632,363
+,3908,17,790
+,2311,797,651
+,7486,961,876
+,3428,538,189
+,926,66,62
+,6142,821,48
+,1904,125,886
+,1801,258,854
+,1078,127,911
+,182,937,541
+,1825,5,267
+,4281,750,264
+,6792,877,659
+,5212,560,971
+,1519,510,901
+,7299,254,528
+,1587,387,735
+,4138,192,541
+,2629,65,409
+,4031,248,158
+,3955,67,144
+,2707,409,633
+,5433,302,743
+,1928,534,585
+,7973,685,682
+,3214,314,417
+,4645,162,21
+,473,900,429
+,7636,734,133
+,5469,739,742
+,335,541,441
+,6121,106,317
+,7197,796,257
+,6132,473,894
+,5871,841,399
+,105,968,646
+,5053,160,363
+,817,768,382
+,1967,297,887
+,2458,43,191
+,5360,807,234
+,4555,691,377
+,3374,556,699
+,3666,300,196
+,5607,886,933
+,7608,23,684
+,15,481,386
+,6077,421,811
+,223,883,297
+,5519,589,983
+,2010,543,517
+,3440,940,23
+,5113,231,748
+,2341,377,247
+,3988,714,512
+,7394,182,850
+,392,339,742
+,972,137,476
+,1218,851,713
+,6352,689,704
+,4857,38,296
+,7183,654,58
+,6956,298,244
+,2989,938,221
+,2957,993,783
+,2269,363,198
+,5996,538,263
+,1676,322,904
+,6144,125,404
+,841,227,826
+,7966,825,104
+,5314,96,728
+,5329,465,538
+,643,738,899
+,1778,126,557
+,2487,621,999
+,5944,246,607
+,7065,646,695
+,5691,504,221
+,126,414,659
+,3700,231,40
+,7346,416,875
+,4536,740,78
+,2433,85,940
+,1384,626,779
+,4025,508,776
+,5167,335,398
+,3889,472,983
+,2998,878,416
+,659,565,737
+,7156,537,913
+,7429,10,933
+,1400,213,840
+,6534,830,30
+,5847,109,342
+,3993,424,114
+,5331,130,857
+,82,536,946
+,5726,250,704
+,4191,341,483
+,6739,719,509
+,4520,746,290
+,4529,610,122
+,5136,742,929
+,666,938,3
+,5727,635,696
+,4258,401,376
+,7062,811,354
+,2666,907,59
+,5174,318,618
+,6705,827,126
+,3230,538,654
+,1963,588,293
+,3394,552,299
+,7788,236,406
+,1537,488,351
+,2236,27,600
+,5247,774,417
+,1551,174,834
+,5180,161,964
+,6468,621,616
+,681,151,75
+,1718,462,281
+,4067,345,428
+,6398,94,261
+,1580,37,712
+,197,877,748
+,5092,133,532
+,4132,417,963
+,442,43,849
+,5762,645,21
+,5440,811,345
+,6686,504,958
+,5830,438,445
+,2839,809,761
+,7934,531,710
+,858,119,764
+,1086,436,799
+,46,18,961
+,1829,966,197
+,1375,56,532
+,7423,208,369
+,2617,407,905
+,7229,90,837
+,4733,781,27
+,3865,157,701
+,5624,74,328
+,6786,763,217
+,2605,975,179
+,5731,223,260
+,5142,348,364
+,1420,837,440
+,974,563,187
+,7849,585,111
+,6126,641,867
+,5772,434,781
+,576,659,924
+,6324,636,215
+,7420,851,270
+,6950,767,986
+,7149,118,247
+,904,917,567
+,2504,812,540
+,4943,798,198
+,7787,305,243
+,6663,883,683
+,745,563,754
+,6122,541,139
+,7249,47,217
+,3157,660,383
+,3484,741,127
+,1603,104,683
+,4182,462,707
+,7447,18,620
+,7,48,519
+,2985,578,594
+,727,66,822
+,521,292,587
+,1206,957,16
+,2820,463,261
+,5515,826,169
+,6347,774,612
+,1549,586,638
+,718,640,430
+,3336,639,586
+,2412,384,890
+,2726,672,303
+,914,565,657
+,1461,777,614
+,3223,747,692
+,5044,779,874
+,4637,91,910
+,4051,302,148
+,2301,802,374
+,6357,393,652
+,713,582,254
+,1299,338,578
+,2659,301,21
+,6250,512,908
+,7536,583,633
+,4982,998,877
+,5023,976,179
+,2999,194,110
+,3961,859,799
+,558,839,228
+,1321,799,144
+,5913,992,440
+,4783,577,573
+,413,960,56
+,7732,637,716
+,6738,571,484
+,7344,407,655
+,4782,468,782
+,5581,995,913
+,5108,657,452
+,1494,767,221
+,3525,575,965
+,2155,233,532
+,7710,225,333
+,4131,678,616
+,3171,370,665
+,6388,920,972
+,3946,141,673
+,2402,574,775
+,7700,856,838
+,7171,847,3
+,243,352,983
+,1325,908,679
+,3556,145,923
+,7818,579,624
+,7865,349,30
+,726,823,869
+,6473,150,415
+,1395,781,367
+,534,692,150
+,5301,676,272
+,825,802,563
+,4814,586,387
+,3875,416,645
+,2,945,849
+,1957,15,575
+,2156,828,436
+,81,688,850
+,896,903,149
+,2464,194,826
+,7742,321,585
+,5709,945,768
+,369,257,863
+,5211,795,273
+,2008,554,152
+,7387,601,815
+,7410,318,870
+,4699,278,641
+,7550,41,875
+,6380,852,982
+,3319,489,770
+,3427,1,6
+,771,872,526
+,2306,614,400
+,582,906,398
+,5750,56,119
+,4001,781,396
+,5109,206,76
+,2869,684,197
+,7116,626,342
+,5080,992,843
+,4817,26,49
+,5261,67,384
+,7784,57,626
+,7693,285,82
+,4041,644,621
+,3302,878,755
+,4029,55,464
+,6847,792,181
+,5046,644,534
+,5964,892,596
+,711,453,657
+,7956,642,147
+,3437,747,377
+,1453,652,286
+,7199,17,917
+,7496,451,453
+,5686,288,400
+,2358,59,731
+,7824,459,906
+,3129,743,412
+,229,883,421
+,3018,133,610
+,3891,352,19
+,6735,817,94
+,6281,893,503
+,7382,640,845
+,1091,944,393
+,4257,48,164
+,5813,716,954
+,1015,68,787
+,7573,269,23
+,7913,959,536
+,953,546,269
+,4385,993,199
+,3140,207,464
+,1464,91,959
+,5390,977,953
+,1932,366,732
+,6893,175,207
+,4942,937,984
+,1150,111,478
+,3188,949,81
+,7760,10,209
+,3669,920,929
+,3861,694,104
+,5237,617,167
+,5177,388,115
+,1306,768,432
+,106,844,525
+,736,325,135
+,1107,507,559
+,7619,999,353
+,6666,124,194
+,7465,458,76
+,6751,683,558
+,3738,314,270
+,1409,50,743
+,4563,172,885
+,6599,330,48
+,6713,884,405
+,6767,522,44
+,1470,837,96
+,2921,282,291
+,3202,242,462
+,1566,698,256
+,7441,104,407
+,6346,547,110
+,2226,145,926
+,7606,758,809
+,2583,683,525
+,7298,937,191
+,2153,14,853
+,3265,654,94
+,5153,503,915
+,2632,603,549
+,6527,186,104
+,4550,198,267
+,7768,952,997
+,1568,175,586
+,5602,348,752
+,359,503,803
+,249,703,621
+,1962,239,776
+,2255,887,846
+,4290,895,842
+,1687,248,897
+,2043,868,527
+,6239,556,697
+,5945,418,29
+,1006,234,586
+,5326,460,982
+,5817,23,504
+,2515,719,602
+,6897,736,651
+,4772,412,697
+,6438,121,464
+,7362,716,62
+,6304,881,960
+,4768,241,921
+,766,530,798
+,3720,150,880
+,5098,15,373
+,1449,2,385
+,707,147,86
+,1747,860,175
+,2798,229,644
+,1567,335,690
+,7618,88,402
+,5354,894,675
+,1617,15,795
+,6967,552,458
+,5452,107,703
+,1774,414,583
+,5701,750,74
+,7986,666,788
+,688,178,74
+,207,142,335
+,6872,407,992
+,3859,773,608
+,6253,40,570
+,501,547,791
+,1358,274,240
+,5978,638,623
+,3397,295,802
+,4975,888,16
+,3707,162,129
+,5993,940,38
+,527,338,817
+,3314,974,619
+,1816,747,235
+,2645,861,555
+,3696,998,736
+,809,733,708
+,4365,519,992
+,89,663,133
+,307,903,620
+,6909,866,753
+,3757,524,566
+,1060,67,662
+,2400,290,355
+,6756,641,558
+,5157,468,985
+,6703,769,934
+,3840,711,670
+,2581,93,365
+,2811,183,240
+,6333,557,411
+,1640,399,489
+,3373,552,787
+,5707,672,191
+,4757,956,630
+,6480,281,389
+,5642,79,986
+,3401,65,736
+,4852,679,996
+,7117,506,625
+,497,504,393
+,572,153,877
+,5227,588,937
+,3292,517,509
+,417,865,157
+,1892,854,132
+,387,528,590
+,1023,505,767
+,7995,809,658
+,5126,325,697
+,7907,0,408
+,4263,190,698
+,3500,811,243
+,7917,53,712
+,7222,904,30
+,127,916,888
+,4361,773,399
+,3359,745,634
+,6125,702,467
+,5690,39,31
+,5621,127,171
+,7233,921,554
+,2103,797,764
+,1623,872,383
+,1457,257,186
+,1016,536,402
+,2912,607,403
+,373,143,361
+,5445,834,626
+,6740,190,653
+,3508,649,974
+,5110,699,545
+,6604,589,867
+,165,808,400
+,6647,887,227
+,2854,963,199
+,6808,983,923
+,3384,586,956
+,6536,348,414
+,4476,266,81
+,7554,696,937
+,7744,191,545
+,6457,345,739
+,7016,494,182
+,3491,967,351
+,4633,171,991
+,1897,175,413
+,7029,603,226
+,1851,711,227
+,850,542,622
+,6198,702,378
+,3951,228,881
+,1467,516,108
+,4648,727,400
+,494,374,26
+,7385,661,501
+,6768,269,979
+,7783,972,870
+,4382,332,16
+,673,328,774
+,432,791,696
+,636,844,267
+,6836,7,198
+,2394,643,638
+,3154,898,691
+,7113,524,844
+,557,76,948
+,830,115,935
+,5408,613,495
+,5112,48,203
+,956,853,721
+,1113,595,241
+,1854,812,38
+,4283,858,372
+,1336,403,314
+,4128,333,300
+,4498,110,334
+,4017,335,207
+,1609,221,746
+,5958,374,634
+,5671,219,837
+,5478,487,745
+,6882,973,537
+,4300,243,817
+,6602,458,871
+,969,46,16
+,6814,635,272
+,3949,866,153
+,6420,885,658
+,1781,111,290
+,5539,788,811
+,2325,36,794
+,2424,181,467
+,5103,630,541
+,1615,124,712
+,7254,536,484
+,5708,61,619
+,546,854,134
+,2070,489,6
+,5592,369,132
+,7681,864,526
+,347,571,877
+,5715,356,411
+,3991,911,140
+,1877,338,570
+,5081,934,828
+,3668,438,426
+,2870,978,332
+,1691,791,597
+,2128,425,811
+,3463,460,551
+,7638,286,305
+,948,171,141
+,5559,723,345
+,6416,345,758
+,4698,685,286
+,4228,647,347
+,4659,602,432
+,6748,372,815
+,5795,324,806
+,245,861,628
+,3937,182,514
+,2015,311,980
+,4940,932,121
+,975,84,831
+,4026,438,340
+,2170,139,954
+,7347,6,903
+,425,43,159
+,1259,314,381
+,2978,235,600
+,4318,899,237
+,7819,981,242
+,4845,658,898
+,2692,904,846
+,7883,818,333
+,7719,324,70
+,1372,5,331
+,4700,492,34
+,39,208,648
+,3593,435,568
+,4148,186,698
+,3438,290,310
+,2604,871,532
+,5190,631,392
+,2218,600,634
+,954,502,147
+,7266,986,870
+,1679,959,227
+,5959,459,920
+,7789,807,451
+,6548,972,299
+,7309,423,153
+,6835,6,132
+,5218,866,527
+,5589,720,171
+,3688,377,294
+,5530,972,981
+,5296,538,223
+,3178,833,177
+,5289,556,827
+,4589,108,754
+,3980,194,856
+,5789,129,204
+,1508,146,899
+,1900,660,7
+,993,312,639
+,2550,60,386
+,3029,8,906
+,1244,532,250
+,3213,268,501
+,2309,208,734
+,1194,474,353
+,821,545,169
+,7969,482,413
+,32,723,89
+,1870,466,181
+,6857,185,921
+,353,491,475
+,1340,266,764
+,6616,371,575
+,3460,272,495
+,4626,388,158
+,1156,584,964
+,3547,333,145
+,3810,92,523
+,6978,794,875
+,3284,759,464
+,4118,921,673
+,7993,246,747
+,4692,401,54
+,431,889,186
+,7295,450,983
+,5854,660,480
+,4265,64,468
+,2222,220,203
+,2620,806,734
+,6796,222,948
+,7497,671,596
+,6555,190,979
+,5710,948,29
+,3435,186,176
+,289,590,978
+,1466,931,629
+,1229,758,421
+,6550,175,978
+,5855,750,437
+,3864,334,673
+,7457,599,77
+,2003,310,241
+,6827,563,147
+,360,918,170
+,6574,668,372
+,7210,987,250
+,7342,591,876
+,5937,553,208
+,2089,569,962
+,1288,273,427
+,3012,500,742
+,4146,474,754
+,5541,903,504
+,454,165,827
+,2950,296,253
+,3728,20,584
+,5580,267,886
+,631,591,830
+,2154,793,510
+,523,732,742
+,2228,184,914
+,4224,618,844
+,7085,881,596
+,240,2,191
+,967,178,450
+,4327,165,56
+,4749,252,682
+,4277,610,479
+,1367,539,932
+,7169,736,115
+,2840,502,724
+,4066,837,334
+,1342,593,974
+,92,968,936
+,5927,248,133
+,7562,28,831
+,978,770,995
+,6369,137,812
+,5456,406,746
+,450,743,883
+,4993,561,192
+,4496,38,904
+,7333,271,779
+,5458,500,621
+,2002,962,702
+,7748,476,531
+,4426,518,884
+,5725,448,357
+,5603,215,709
+,541,739,721
+,3200,381,683
+,6372,365,189
+,1272,652,547
+,4812,946,62
+,4904,857,944
+,2538,809,833
+,684,41,206
+,2273,284,309
+,6137,944,397
+,4278,83,834
+,4916,875,813
+,7458,328,112
+,7891,68,355
+,4104,892,166
+,2346,215,892
+,4802,584,920
+,5514,888,95
+,4759,797,152
+,6706,591,171
+,1767,949,747
+,7915,600,767
+,6612,679,24
+,7212,310,203
+,5240,283,669
+,5591,752,523
+,3858,58,626
+,1415,201,933
+,2993,590,425
+,3447,84,215
+,3168,607,511
+,1081,623,990
+,2592,148,407
+,5846,648,154
+,98,155,118
+,7695,161,120
+,4092,703,946
+,4978,983,471
+,923,477,770
+,3161,142,54
+,6339,620,789
+,6855,689,91
+,447,115,391
+,5562,107,132
+,3209,185,42
+,6554,632,738
+,7830,457,139
+,1683,351,677
+,2471,947,541
+,219,448,954
+,7500,202,947
+,5781,764,747
+,5868,37,300
+,2268,197,441
+,5863,345,213
+,5257,13,676
+,5008,466,666
+,3517,681,830
+,6023,795,533
+,4397,153,782
+,1008,288,180
+,4676,92,291
+,5129,808,571
+,5069,404,640
+,4912,143,944
+,3624,880,8
+,6664,680,334
+,5639,153,610
+,1745,384,131
+,5941,860,842
+,3605,198,717
+,1344,375,990
+,69,738,389
+,6496,809,67
+,7847,759,753
+,1090,1,824
+,3135,219,732
+,1123,582,610
+,6422,131,797
+,6095,597,508
+,2566,17,794
+,845,234,992
+,7990,121,145
+,731,195,434
+,3138,367,562
+,6698,552,375
+,7685,314,780
+,6817,133,217
+,6367,27,265
+,3459,76,909
+,987,797,159
+,2814,144,493
+,5307,55,432
+,6445,370,628
+,3645,490,236
+,4255,506,284
+,6091,170,613
+,4335,62,453
+,638,738,987
+,3906,441,436
+,1748,604,22
+,8,233,133
+,779,880,288
+,6133,665,967
+,5662,109,350
+,4907,267,975
+,2502,162,847
+,3246,700,646
+,424,7,227
+,1355,727,887
+,3046,33,255
+,675,127,17
+,6701,371,929
+,2952,415,979
+,7617,577,936
+,2244,655,462
+,1302,433,914
+,4900,315,637
+,6460,379,453
+,1657,693,797
+,3504,380,291
+,5,863,176
+,7487,252,257
+,6223,861,108
+,5930,856,829
+,7079,472,444
+,5635,113,45
+,6448,60,787
+,815,816,802
+,6793,125,39
+,396,27,825
+,2815,754,811
+,3975,567,235
+,1069,460,408
+,2766,781,965
+,2323,500,165
+,2644,528,43
+,4849,13,529
+,4052,831,744
+,4836,375,458
+,3519,151,606
+,1784,889,737
+,3258,997,350
+,6321,62,474
+,6632,200,520
+,3755,418,463
+,6131,252,55
+,20,729,234
+,7068,81,992
+,3998,832,891
+,7066,369,993
+,6887,976,282
+,7061,307,204
+,6185,410,179
+,3300,720,201
+,7857,17,578
+,618,186,357
+,6910,880,540
+,3073,363,457
+,3393,720,439
+,2201,259,508
+,1164,209,123
+,4776,5,341
+,3217,687,822
+,5188,795,205
+,6181,412,160
+,1198,829,941
+,2045,450,944
+,1087,858,447
+,1039,403,447
+,6236,152,80
+,485,599,65
+,3371,246,850
+,1110,716,874
+,780,19,32
+,4214,272,412
+,6079,435,102
+,7914,988,338
+,2397,603,25
+,2651,69,814
+,1379,51,457
+,2302,497,682
+,2873,127,935
+,486,38,20
+,1695,670,268
+,1692,241,556
+,4627,964,565
+,6727,840,732
+,3507,775,716
+,2872,724,646
+,1719,276,587
+,1941,322,255
+,6531,724,67
+,3596,803,176
+,7985,261,625
+,2855,513,38
+,7840,603,304
+,4855,850,612
+,264,508,951
+,5615,404,802
+,5099,541,504
+,838,229,663
+,6737,203,474
+,1790,449,701
+,3615,833,424
+,340,617,569
+,3005,299,104
+,2194,929,391
+,4436,101,152
+,927,496,293
+,4420,50,496
+,6923,584,272
+,3746,238,850
+,5950,780,330
+,6902,187,215
+,7924,705,990
+,2251,685,605
+,6755,296,596
+,2392,933,116
+,6015,456,826
+,252,68,728
+,4711,932,270
+,1370,904,441
+,4003,978,676
+,5520,26,219
+,5367,52,527
+,6675,839,925
+,4546,864,175
+,5312,91,420
+,7498,861,162
+,7218,681,675
+,1598,645,822
+,6584,642,265
+,7160,870,953
+,78,958,558
+,2941,996,818
+,5753,240,378
+,3694,718,768
+,7856,585,525
+,1532,516,906
+,1149,598,459
+,2366,150,918
+,6567,85,999
+,1366,985,22
+,1419,856,550
+,4402,640,601
+,6020,296,950
+,4655,520,31
+,7593,840,871
+,3143,993,559
+,1129,408,915
+,4531,311,547
+,3182,164,776
+,4184,462,969
+,5828,904,364
+,7879,525,755
+,1499,238,584
+,958,995,519
+,6782,448,954
+,7034,552,176
+,965,831,26
+,2565,553,47
+,6976,485,327
+,5818,682,95
+,5373,862,184
+,7972,193,389
+,7409,87,306
+,5903,412,93
+,6672,663,684
+,935,956,161
+,3215,912,511
+,6298,836,604
+,2567,810,169
+,5687,686,433
+,4009,925,516
+,2149,474,743
+,933,401,592
+,3748,686,952
+,7987,488,680
+,2670,51,273
+,7154,602,363
+,1531,730,120
+,5981,926,809
+,833,809,594
+,512,115,363
+,2280,45,506
+,1685,565,657
+,1759,181,499
+,36,690,915
+,7096,707,566
+,3518,229,341
+,3682,386,362
+,5934,797,953
+,239,594,817
+,3240,824,674
+,3540,656,407
+,5284,299,655
+,1511,906,619
+,7655,431,718
+,1899,289,855
+,3785,385,392
+,6392,254,737
+,2711,958,626
+,1311,26,272
+,6231,523,319
+,4227,66,454
+,7215,156,574
+,1346,104,395
+,4525,163,955
+,7114,593,778
+,185,845,645
+,942,281,555
+,366,128,0
+,2459,990,587
+,5533,808,797
+,4905,272,547
+,3706,545,713
+,5536,233,628
+,799,901,446
+,6903,264,404
+,4494,154,770
+,5376,455,616
+,4609,69,435
+,7130,638,853
+,6556,91,307
+,2810,219,849
+,7009,600,917
+,2853,742,254
+,1160,677,773
+,950,655,834
+,703,840,894
+,6146,731,417
+,2420,238,218
+,6667,736,417
+,3954,0,349
+,201,254,44
+,2825,260,328
+,1234,523,96
+,6712,340,798
+,4869,717,22
+,3204,169,368
+,3064,979,285
+,3651,309,507
+,4920,268,127
+,5198,99,439
+,4183,665,32
+,5723,197,713
+,2119,280,28
+,5437,580,426
+,86,865,64
+,5962,773,758
+,3526,918,933
+,2716,765,66
+,7510,528,129
+,4917,264,608
+,6743,586,771
+,2908,645,42
+,6683,554,979
+,7643,746,2
+,696,410,472
+,7800,564,148
+,5049,278,81
+,301,277,423
+,4453,868,107
+,3426,231,859
+,4150,637,189
+,4377,403,641
+,5068,969,271
+,3925,432,631
+,3678,551,632
+,6439,937,254
+,3088,998,595
+,7725,713,633
+,1262,450,319
+,2069,518,390
+,1982,319,705
+,5412,887,92
+,1140,348,602
+,4790,321,822
+,3351,50,113
+,7739,628,138
+,5663,613,695
+,3591,59,865
+,1717,799,489
+,3781,252,713
+,7607,390,910
+,6657,45,359
+,1473,72,485
+,5380,432,699
+,1636,63,232
+,7925,610,550
+,2990,789,568
+,3218,404,212
+,4696,321,254
+,3080,999,726
+,2669,128,102
+,1985,593,266
+,4022,381,613
+,2387,388,497
+,5351,50,25
+,4687,671,666
+,1455,308,826
+,7534,305,543
+,5151,594,256
+,1645,48,300
+,4902,385,384
+,4895,885,280
+,1115,924,758
+,4743,570,628
+,2742,441,509
+,6528,51,334
+,2699,446,268
+,5527,14,839
+,7391,953,318
+,7852,433,885
+,6043,501,774
+,2495,348,550
+,4964,29,584
+,4741,801,975
+,3750,786,326
+,1601,226,196
+,4061,518,824
+,7844,29,435
+,2061,248,877
+,2958,378,264
+,6645,414,896
+,5182,802,133
+,7880,648,188
+,3449,428,344
+,6263,296,55
+,3560,406,647
+,1369,618,622
+,518,234,947
+,4805,9,711
+,4039,691,435
+,6945,876,191
+,2466,179,155
+,2202,185,986
+,5485,817,462
+,1388,987,902
+,4825,710,672
+,1389,318,410
+,4268,782,323
+,1988,68,399
+,4583,106,80
+,693,287,726
+,3176,94,381
+,6150,995,872
+,6600,834,979
+,101,546,816
+,7324,654,397
+,6859,6,778
+,6896,549,15
+,7122,485,602
+,2899,405,492
+,734,506,572
+,5467,200,895
+,846,177,591
+,6610,903,964
+,6029,454,953
+,4544,918,13
+,7878,821,279
+,3676,138,735
+,7452,811,269
+,1535,168,653
+,715,435,77
+,7512,747,113
+,7948,168,54
+,2209,541,257
+,2948,753,777
+,3643,490,350
+,7424,440,354
+,5127,602,747
+,749,887,770
+,872,49,472
+,5650,358,997
+,6504,650,172
+,3191,271,970
+,7745,179,317
+,7946,126,687
+,5403,711,769
+,2195,515,332
+,672,259,370
+,5290,770,972
+,2018,48,32
+,2419,967,439
+,702,312,668
+,6505,292,667
+,1521,346,757
+,6130,890,201
+,3075,901,78
+,4530,143,967
+,2914,157,957
+,1868,458,292
+,4019,550,629
+,5872,754,748
+,6597,503,698
+,242,635,751
+,2673,86,461
+,4830,922,792
+,2790,782,211
+,7002,680,300
+,1901,656,694
+,3580,170,501
+,800,31,196
+,6807,852,568
+,2833,388,701
+,4102,839,74
+,642,486,362
+,5477,12,670
+,3144,62,820
+,2717,68,621
+,7620,396,985
+,3187,846,42
+,4642,336,731
+,1969,199,33
+,6082,623,811
+,1330,332,736
+,5407,515,849
+,630,273,639
+,5601,234,338
+,5274,235,902
+,6244,12,36
+,7733,942,883
+,6653,806,649
+,6844,106,527
+,269,732,893
+,4616,451,485
+,5600,293,526
+,2296,68,862
+,609,353,176
+,381,260,260
+,2220,686,978
+,3895,267,268
+,4643,54,845
+,1731,215,839
+,1882,900,370
+,348,67,486
+,5017,634,222
+,5067,721,803
+,4635,109,15
+,7007,702,666
+,3554,932,819
+,5672,685,328
+,677,659,610
+,1403,150,549
+,77,983,514
+,6475,676,261
+,3899,551,752
+,4527,823,637
+,5405,593,435
+,3106,540,526
+,3320,158,906
+,5409,782,707
+,4968,62,313
+,7147,492,592
+,7094,136,857
+,1850,107,280
+,1992,460,697
+,4628,259,385
+,3760,37,829
+,5825,882,746
+,3056,553,765
+,4856,390,727
+,3251,179,274
+,2189,926,208
+,2903,570,664
+,6652,606,460
+,5808,533,241
+,6963,581,811
+,4873,154,999
+,1219,661,675
+,6088,511,30
+,789,942,836
+,7482,966,902
+,1468,215,176
+,7805,887,527
+,6532,50,728
+,140,570,946
+,2348,171,149
+,4388,45,835
+,6112,15,189
+,4336,179,910
+,137,16,64
+,97,534,395
+,3369,444,388
+,5461,46,931
+,4359,520,861
+,54,611,687
+,4928,571,941
+,3996,692,492
+,6426,395,124
+,495,560,85
+,5278,302,193
+,3735,392,815
+,4142,295,63
+,7979,741,240
+,74,566,296
+,1237,326,665
+,7558,656,966
+,1895,603,522
+,5128,48,805
+,3378,282,431
+,52,769,784
+,397,563,656
+,608,199,322
+,277,418,887
+,6199,323,852
+,481,809,100
+,5481,3,203
+,1507,791,17
+,4000,855,769
+,6441,937,186
+,1146,378,836
+,1386,285,966
+,2885,975,760
+,1378,388,448
+,3775,76,339
+,4018,924,705
+,6908,446,443
+,2108,918,684
+,7662,432,275
+,4510,75,13
+,4090,662,402
+,2013,379,306
+,4667,88,725
+,3111,720,860
+,1884,965,230
+,2702,1,827
+,1607,554,331
+,7035,408,628
+,7598,944,938
+,3420,275,790
+,7881,480,42
+,7125,629,15
+,5819,791,575
+,5060,199,440
+,132,561,207
+,1195,567,144
+,1812,547,743
+,4608,578,636
+,374,163,397
+,3390,470,803
+,2563,540,239
+,3036,443,571
+,1664,532,919
+,2623,579,121
+,6517,541,698
+,807,656,496
+,3817,629,74
+,4073,31,379
+,4200,605,439
+,2946,371,464
+,5251,79,583
+,7408,918,386
+,2943,709,608
+,6506,129,22
+,3819,89,135
+,3118,902,718
+,6851,367,465
+,2634,986,646
+,7930,591,572
+,6384,893,191
+,7005,15,309
+,1675,566,875
+,1987,779,966
+,7827,585,377
+,5039,142,963
+,1556,802,472
+,7860,343,522
+,6524,994,980
+,2483,471,498
+,2727,297,723
+,1711,687,765
+,3927,499,303
+,1777,616,189
+,5816,76,98
+,7267,689,816
+,1541,660,564
+,7226,287,94
+,323,729,606
+,3089,962,141
+,2199,272,181
+,6631,144,617
+,1560,488,342
+,4387,601,76
+,757,54,830
+,7797,902,935
+,5882,270,738
+,5155,375,272
+,5131,135,107
