OP,A1,A2,A3
+,947,68,714
+,617,739,923
+,3832,930,505
+,330,780,566
+,2212,377,78
+,1309,107,516
+,1375,798,333
+,1112,461,168
+,960,212,518
+,1170,473,27
+,2922,654,711
+,317,767,472
+,1801,351,763
+,1124,876,199
+,979,38,10
+,2567,117,726
+,1984,139,334
+,2135,766,475
+,3185,472,69
+,3861,561,672
+,1135,730,972
+,2611,143,482
+,1012,285,861
+,3537,174,858
+,1061,621,102
+,1843,301,127
+,1944,759,400
+,3046,79,687
+,651,11,693
+,1826,157,451
+,3311,182,221
+,1747,35,914
+,2067,545,221
+,3348,713,48
+,2509,650,830
+,1812,656,678
+,3726,675,918
+,1299,399,706
+,2438,454,53
+,2289,4,49
+,3579,386,785
+,2734,951,255
+,1903,930,244
+,546,93,16
+,1869,28,14
+,497,840,196
+,1020,685,64
+,2283,981,903
+,3584,816,855
+,1902,680,171
+,2121,171,45
+,2850,524,110
+,720,334,330
+,896,641,194
+,1741,212,956
+,3188,404,961
+,436,123,237
+,3154,108,365
+,3801,177,15
+,22,669,323
+,2816,398,217
+,2687,225,67
+,604,834,285
+,999,638,377
+,1636,68,906
+,2024,420,308
+,1572,613,511
+,2852,729,549
+,3598,944,870
+,796,175,257
+,2357,97,614
+,2579,646,713
+,1697,694,946
+,1865,789,710
+,298,340,179
+,3873,779,905
+,2503,325,871
+,3736,493,69
+,3886,18,623
+,189,599,459
+,100,523,655
+,603,238,515
+,815,721,13
+,3710,21,631
+,1271,918,127
+,2755,242,755
+,962,775,249
+,3076,81,61
+,3625,383,510
+,1372,206,155
+,3559,209,657
+,2592,243,945
+,2719,612,968
+,2111,756,898
+,1162,137,284
+,347,659,805
+,2698,40,533
+,695,424,663
+,3014,295,768
+,3444,234,867
+,3251,339,350
+,1938,210,552
+,2093,928,939
+,3617,254,820
+,2767,712,736
+,1811,622,893
+,3466,533,329
+,1904,452,644
+,1319,66,890
+,2681,71,976
+,3730,53,649
+,2375,960,209
+,3218,93,177
+,3449,562,851
+,3441,954,209
+,1175,519,80
+,1244,742,478
+,1,168,738
+,2244,250,434
+,1663,620,254
+,1232,292,590
+,2331,990,650
+,2521,278,883
+,712,492,81
+,3064,995,368
+,2774,386,171
+,3612,451,432
+,2723,624,752
+,1722,778,159
+,785,976,812
+,521,20,780
+,2270,437,874
+,1211,777,928
+,2855,307,609
+,1648,156,566
+,1336,179,263
+,1672,474,313
+,3438,290,384
+,1266,620,492
+,2077,341,139
+,1230,480,200
+,2948,938,194
+,510,13,882
+,3504,747,742
+,1285,503,414
+,2552,425,962
+,1352,993,760
+,2720,393,501
+,286,656,602
+,1766,418,906
+,1491,943,127
+,807,954,579
+,2746,198,781
+,3018,980,261
+,3039,935,769
+,2946,356,521
+,2813,500,650
+,2205,377,713
+,3303,666,394
+,2129,434,753
+,6,248,489
+,1786,943,832
+,2903,646,723
+,181,28,714
+,1043,660,151
+,778,619,466
+,2361,697,150
+,1577,253,616
+,473,974,678
+,2094,165,12
+,2483,789,94
+,1787,728,938
+,3586,407,723
+,3221,997,922
+,2984,530,931
+,1415,897,433
+,1779,849,437
+,2443,708,309
+,444,990,545
+,156,907,391
+,3545,315,751
+,2378,770,897
+,3784,745,890
+,1069,111,651
+,3500,795,816
+,113,833,146
+,1356,766,214
+,3646,766,407
+,2783,315,6
+,1637,835,503
+,2086,99,71
+,2627,713,427
+,1438,426,670
+,1143,750,441
+,3167,180,383
+,3919,720,137
+,1141,498,186
+,1344,971,112
+,1632,580,833
+,791,190,205
+,2703,767,187
+,96,777,196
+,913,923,892
+,932,451,641
+,3257,639,111
+,3360,651,170
+,1250,300,87
+,1432,127,283
+,1885,350,30
+,3344,240,489
+,817,688,778
+,911,9,62
+,1927,769,978
+,158,681,596
+,1566,42,99
+,442,534,810
+,3970,384,617
+,3225,985,779
+,652,954,497
+,3800,775,345
+,1016,439,344
+,3426,698,911
+,3010,322,836
+,3910,963,369
+,3285,408,387
+,1686,58,998
+,3204,894,338
+,1360,102,3
+,3991,891,715
+,734,742,855
+,101,947,142
+,1688,616,125
+,725,543,286
+,3320,716,769
+,3276,254,377
+,665,633,702
+,969,890,486
+,633,423,676
+,3069,3,653
+,2542,964,832
+,3620,17,648
+,2293,894,46
+,3195,826,753
+,1448,694,454
+,421,621,496
+,2731,756,627
+,1022,83,356
+,2793,961,953
+,860,953,487
+,1465,877,716
+,163,102,751
+,3260,300,621
+,1493,729,146
+,1262,532,897
+,171,803,877
+,522,516,32
+,1760,509,815
+,606,308,852
+,2263,561,895
+,2385,172,917
+,1512,977,118
+,3418,678,553
+,147,249,216
+,2234,771,966
+,610,716,91
+,2830,445,732
+,3637,164,951
+,3759,334,924
+,39,784,287
+,2297,736,263
+,1751,487,974
+,2890,686,126
+,2259,139,944
+,1809,648,742
+,3036,92,814
+,3769,340,892
+,1072,954,589
+,2609,946,615
+,535,659,351
+,3158,932,734
+,1366,753,742
+,14,669,657
+,180,575,989
+,1133,447,827
+,3928,228,265
+,3666,297,89
+,2598,91,348
+,378,606,959
+,208,762,964
+,3465,586,376
+,1028,873,320
+,3761,389,590
+,2070,1,318
+,1081,604,548
+,2597,867,397
+,2815,327,789
+,833,816,695
+,1404,815,129
+,2939,679,616
+,862,227,109
+,2477,9,551
+,1154,471,323
+,1115,835,965
+,3953,857,224
+,3810,696,466
+,3040,615,290
+,438,764,681
+,472,820,847
+,3940,35,613
+,550,316,514
+,424,126,280
+,2717,723,587
+,1226,646,848
+,2271,506,298
+,3346,989,385
+,2735,829,341
+,32,847,733
+,2166,868,750
+,2678,829,230
+,3939,753,53
+,2505,886,794
+,1239,877,499
+,2881,401,306
+,2225,675,934
+,3415,163,22
+,3716,401,345
+,646,694,484
+,1167,775,400
+,1513,73,540
+,1000,289,289
+,281,945,199
+,1429,876,561
+,542,99,134
+,3609,770,810
+,2072,886,824
+,873,870,957
+,2202,311,468
+,300,167,591
+,409,452,712
+,2306,298,918
+,2544,214,223
+,1877,766,200
+,38,666,9
+,297,743,876
+,3079,104,694
+,3552,879,151
+,1872,973,437
+,1228,861,172
+,2643,57,98
+,3719,997,485
+,536,967,53
+,1621,527,665
+,1087,607,444
+,977,152,642
+,1286,413,250
+,2933,121,246
+,2743,500,309
+,836,610,977
+,1068,668,763
+,1295,794,708
+,2141,686,674
+,2315,796,474
+,3895,837,665
+,2692,281,647
+,1717,455,376
+,335,122,119
+,2536,124,500
+,162,684,930
+,2435,230,23
+,2371,586,586
+,1008,280,710
+,2333,96,813
+,491,185,393
+,1653,660,719
+,963,305,585
+,3530,101,333
+,2765,730,930
+,278,814,550
+,2437,415,832
+,280,20,403
+,761,837,549
+,3487,831,542
+,328,65,531
+,2080,598,551
+,232,838,809
+,644,127,771
+,2175,212,988
+,3492,919,120
+,2059,882,613
+,1952,184,5
+,2392,457,819
+,205,125,40
+,234,588,211
+,1284,165,89
+,3063,262,871
+,249,35,86
+,2220,518,305
+,3013,989,557
+,2372,433,1000
+,239,673,0
+,891,307,47
+,1215,968,531
+,777,801,300
+,634,546,455
+,1993,590,502
+,2942,320,535
+,2711,360,620
+,2276,522,214
+,3208,101,678
+,2992,45,242
+,2853,192,145
+,1732,876,852
+,1168,980,137
+,1863,565,221
+,3215,367,284
+,3211,746,637
+,1086,76,563
+,1599,266,390
+,8,925,167
+,1552,467,85
+,674,260,692
+,240,962,711
+,1642,548,208
+,3541,644,750
+,875,648,713
+,1971,197,731
+,1989,577,673
+,1664,840,523
+,681,167,429
+,968,157,323
+,3476,444,388
+,3086,987,618
+,382,79,276
+,60,544,112
+,3424,561,416
+,2214,337,655
+,2671,371,931
+,207,796,279
+,401,889,817
+,2254,280,10
+,3506,386,992
+,3528,387,974
+,3309,801,947
+,1815,179,539
+,308,896,313
+,3581,841,826
+,1023,97,541
+,1894,717,585
+,3688,288,564
+,751,622,101
+,3983,49,174
+,574,969,769
+,1837,185,353
+,3935,759,694
+,3672,807,544
+,784,608,903
+,1018,412,488
+,447,130,265
+,3924,703,525
+,3279,159,673
+,1389,146,387
+,2982,753,273
+,1649,940,742
+,248,997,379
+,403,796,255
+,2646,623,428
+,2676,468,187
+,2758,362,817
+,221,514,293
+,3887,975,438
+,3538,964,735
+,1912,945,833
+,1683,312,650
+,1734,89,970
+,1451,416,789
+,1765,865,92
+,2699,81,78
+,397,245,967
+,386,169,589
+,779,86,761
+,1667,567,951
+,3307,827,895
+,1937,985,971
+,3213,693,520
+,995,748,139
+,1936,509,527
+,2360,693,909
+,2338,714,127
+,3614,14,631
+,2962,932,851
+,541,7,731
+,3727,719,547
+,877,353,250
+,1988,677,973
+,2740,843,901
+,1140,540,700
+,974,43,621
+,2105,987,172
+,3700,952,903
+,1353,536,925
+,3521,179,76
+,128,859,136
+,276,361,975
+,937,432,507
+,241,174,382
+,2584,115,346
+,2899,695,255
+,290,552,871
+,29,878,120
+,3967,306,494
+,2410,271,218
+,942,755,646
+,2268,403,222
+,2409,312,951
+,86,982,658
+,1384,845,914
+,262,957,474
+,920,632,868
+,1015,58,364
+,495,630,471
+,1849,305,362
+,2119,5,358
+,3684,739,190
+,1794,363,9
+,1529,441,503
+,3971,86,541
+,2751,920,157
+,1634,126,935
+,1276,7,159
+,2920,672,256
+,823,481,404
+,2825,306,373
+,2989,913,186
+,3093,831,275
+,2208,449,672
+,867,449,165
+,1733,362,765
+,2484,5,367
+,3573,891,726
+,2161,113,194
+,1085,41,136
+,676,431,761
+,2251,922,32
+,1946,682,203
+,2702,490,982
+,525,272,121
+,515,500,563
+,3136,819,698
+,2181,130,332
+,3115,782,799
+,283,409,513
+,3342,945,759
+,1990,845,398
+,2997,112,980
+,350,811,21
+,3931,159,352
+,3860,13,785
+,3596,242,53
+,986,849,350
+,237,999,611
+,980,8,444
+,1259,296,288
+,3304,84,779
+,3406,253,632
+,3599,746,523
+,1486,255,287
+,458,117,884
+,79,717,253
+,2001,840,439
+,1327,485,723
+,2453,829,105
+,2,747,514
+,3762,185,193
+,2172,605,644
+,3189,152,234
+,2209,135,410
+,661,280,196
+,3123,149,436
+,1531,631,204
+,3824,885,52
+,3973,417,537
+,2494,716,648
+,3783,227,344
+,2617,490,62
+,3447,437,659
+,1222,311,112
+,2561,372,287
+,3565,359,728
+,435,252,327
+,3738,48,186
+,2079,0,53
+,731,762,329
+,3120,292,483
+,2050,930,621
+,1078,441,189
+,2947,971,503
+,3587,342,311
+,2957,99,685
+,13,699,565
+,1858,882,133
+,647,369,759
+,1780,370,760
+,1202,603,541
+,3998,380,243
+,3955,282,215
+,2625,393,89
+,3148,108,133
+,1092,760,616
+,3075,42,600
+,2199,934,905
+,3624,837,195
+,2792,721,456
+,469,101,76
+,2952,559,633
+,2786,308,742
+,47,779,206
+,3525,738,157
+,2266,130,196
+,1029,563,728
+,2167,912,898
+,1917,873,866
+,2440,573,998
+,1563,916,374
+,1576,644,734
+,260,932,446
+,2442,494,429
+,1729,953,975
+,2787,809,22
+,3244,613,280
+,655,990,132
+,2570,46,978
+,626,62,813
+,449,710,194
+,3527,834,407
+,192,701,545
+,3095,525,994
+,372,169,448
+,2021,521,393
+,2087,798,399
+,566,621,278
+,898,188,3
+,1482,585,223
+,1635,713,9
+,2390,950,809
+,3677,466,515
+,1754,737,537
+,2394,310,872
+,3059,303,725
+,1076,565,121
+,2207,229,46
+,2299,243,298
+,3051,654,151
+,1010,904,284
+,3992,136,276
+,1084,809,52
+,585,254,843
+,1879,547,118
+,2633,664,355
+,3745,619,995
+,3623,332,85
+,1620,722,905
+,2044,270,739
+,2684,418,919
+,870,301,332
+,1288,640,835
+,2940,843,364
+,3589,748,988
+,2323,180,262
+,3740,16,550
+,864,888,796
+,271,799,597
+,1096,739,763
+,1643,391,968
+,1292,263,890
+,3297,649,618
+,131,211,836
+,3366,225,332
+,938,208,595
+,229,827,878
+,3178,404,159
+,3147,237,747
+,3452,444,377
+,1328,923,490
+,2804,507,185
+,899,189,835
+,2281,180,193
+,2818,502,965
+,2621,184,663
+,3790,21,317
+,1105,906,181
+,1554,403,703
+,1893,192,71
+,669,73,436
+,1002,465,930
+,2986,993,412
+,2187,741,539
+,700,744,768
+,2600,12,617
+,2495,386,393
+,292,112,846
+,2654,781,850
+,2799,957,44
+,3836,254,788
+,2874,274,146
+,1093,642,614
+,2745,811,989
+,858,980,810
+,1455,555,753
+,1516,346,873
+,666,87,207
+,1494,491,777
+,3416,913,454
+,2603,167,314
+,1857,490,158
+,3954,57,556
+,3946,273,642
+,413,126,21
+,3549,45,105
+,953,303,105
+,3503,907,856
+,326,145,1
+,1185,229,24
+,3166,437,394
+,933,361,671
+,2708,231,943
+,187,700,393
+,284,905,732
+,2885,923,115
+,787,173,112
+,2364,104,979
+,1481,288,365
+,3529,630,341
+,3626,369,945
+,2533,941,86
+,2574,44,619
+,3397,182,438
+,1200,342,614
+,2261,695,435
+,322,914,683
+,1550,308,639
+,3777,293,356
+,511,106,277
+,2196,511,677
+,1881,955,271
+,2988,928,728
+,177,78,807
+,3305,882,955
+,1083,796,671
+,2472,327,151
+,1408,457,738
+,3471,804,999
+,1470,834,68
+,396,591,437
+,1556,744,285
+,379,92,330
+,418,186,785
+,1378,361,326
+,3127,434,492
+,3920,996,423
?,6501,6501,6501
?,5216,5216,5216
?,2732,2732,2732
?,1133,1133,1133
?,6572,6572,6572
?,7734,7734,7734
?,5358,5358,5358
?,7550,7550,7550
?,2015,2015,2015
?,3140,3140,3140
?,3430,3430,3430
?,4501,4501,4501
?,4073,4073,4073
?,4414,4414,4414
?,4373,4373,4373
?,4036,4036,4036
?,4363,4363,4363
?,4393,4393,4393
?,6729,6729,6729
?,1886,1886,1886
?,3151,3151,3151
?,685,685,685
?,4760,4760,4760
?,5857,5857,5857
?,3456,3456,3456
?,4317,4317,4317
?,4734,4734,4734
?,6362,6362,6362
?,5682,5682,5682
?,6647,6647,6647
?,6130,6130,6130
?,1797,1797,1797
?,5760,5760,5760
?,715,715,715
?,1927,1927,1927
?,2964,2964,2964
?,24,24,24
?,1666,1666,1666
?,6969,6969,6969
?,141,141,141
?,2969,2969,2969
?,4575,4575,4575
?,3883,3883,3883
?,7845,7845,7845
?,1095,1095,1095
?,7545,7545,7545
?,903,903,903
?,489,489,489
?,7466,7466,7466
?,2862,2862,2862
?,2957,2957,2957
?,6953,6953,6953
?,6958,6958,6958
?,7101,7101,7101
?,6379,6379,6379
?,6710,6710,6710
?,1142,1142,1142
?,2415,2415,2415
?,3772,3772,3772
?,1181,1181,1181
?,6843,6843,6843
?,6991,6991,6991
?,4518,4518,4518
?,7630,7630,7630
?,7479,7479,7479
?,3450,3450,3450
?,1987,1987,1987
?,1727,1727,1727
?,6782,6782,6782
?,1840,1840,1840
?,458,458,458
?,6120,6120,6120
?,1129,1129,1129
?,961,961,961
?,7882,7882,7882
?,5700,5700,5700
?,5767,5767,5767
?,1173,1173,1173
?,3093,3093,3093
?,6006,6006,6006
?,216,216,216
?,5703,5703,5703
?,3480,3480,3480
?,3045,3045,3045
?,444,444,444
?,5746,5746,5746
?,869,869,869
?,5430,5430,5430
?,4765,4765,4765
?,605,605,605
?,3907,3907,3907
?,6861,6861,6861
?,4866,4866,4866
?,7131,7131,7131
?,1296,1296,1296
?,248,248,248
?,1204,1204,1204
?,2993,2993,2993
?,1158,1158,1158
?,648,648,648
?,2008,2008,2008
?,632,632,632
?,103,103,103
?,4663,4663,4663
?,6809,6809,6809
?,6666,6666,6666
?,3412,3412,3412
?,1227,1227,1227
?,6271,6271,6271
?,1495,1495,1495
?,3849,3849,3849
?,6092,6092,6092
?,1148,1148,1148
?,6129,6129,6129
?,4321,4321,4321
?,5723,5723,5723
?,7773,7773,7773
?,2454,2454,2454
?,3852,3852,3852
?,3372,3372,3372
?,5920,5920,5920
?,2764,2764,2764
?,3638,3638,3638
?,6402,6402,6402
?,5283,5283,5283
?,5696,5696,5696
?,109,109,109
?,2350,2350,2350
?,912,912,912
?,1278,1278,1278
?,492,492,492
?,7219,7219,7219
?,5263,5263,5263
?,264,264,264
?,4950,4950,4950
?,6154,6154,6154
?,1422,1422,1422
?,4123,4123,4123
?,1314,1314,1314
?,90,90,90
?,3248,3248,3248
?,6822,6822,6822
?,3471,3471,3471
?,5570,5570,5570
?,7768,7768,7768
?,7176,7176,7176
?,3722,3722,3722
?,4540,4540,4540
?,5828,5828,5828
?,6796,6796,6796
?,2114,2114,2114
?,7530,7530,7530
?,4687,4687,4687
?,4112,4112,4112
?,2508,2508,2508
?,5812,5812,5812
?,1863,1863,1863
?,3471,3471,3471
?,7631,7631,7631
?,1285,1285,1285
?,2227,2227,2227
?,754,754,754
?,4273,4273,4273
?,3093,3093,3093
?,7792,7792,7792
?,1026,1026,1026
?,6088,6088,6088
?,1736,1736,1736
?,3281,3281,3281
?,5072,5072,5072
?,459,459,459
?,1794,1794,1794
?,3214,3214,3214
?,1505,1505,1505
?,6738,6738,6738
?,6112,6112,6112
?,4582,4582,4582
?,4957,4957,4957
?,6896,6896,6896
?,633,633,633
?,6690,6690,6690
?,5673,5673,5673
?,3838,3838,3838
?,3911,3911,3911
?,2566,2566,2566
?,5347,5347,5347
?,5259,5259,5259
?,3319,3319,3319
?,6777,6777,6777
?,3117,3117,3117
?,1351,1351,1351
?,448,448,448
?,6581,6581,6581
?,3044,3044,3044
?,5298,5298,5298
?,3476,3476,3476
?,1596,1596,1596
?,2212,2212,2212
?,889,889,889
?,856,856,856
?,638,638,638
?,2972,2972,2972
?,4942,4942,4942
?,6380,6380,6380
?,6936,6936,6936
?,2749,2749,2749
?,230,230,230
?,1963,1963,1963
?,2312,2312,2312
?,1334,1334,1334
?,4437,4437,4437
?,873,873,873
?,536,536,536
?,1736,1736,1736
?,4892,4892,4892
?,90,90,90
?,6198,6198,6198
?,7453,7453,7453
?,2533,2533,2533
?,1538,1538,1538
?,4520,4520,4520
?,1653,1653,1653
?,5230,5230,5230
?,7613,7613,7613
?,266,266,266
?,1969,1969,1969
?,2206,2206,2206
?,697,697,697
?,4671,4671,4671
?,4627,4627,4627
?,368,368,368
?,4619,4619,4619
?,6474,6474,6474
?,3964,3964,3964
?,375,375,375
?,394,394,394
?,2578,2578,2578
?,764,764,764
?,7730,7730,7730
?,2529,2529,2529
?,70,70,70
?,2922,2922,2922
?,6158,6158,6158
?,2314,2314,2314
?,7854,7854,7854
?,3262,3262,3262
?,4098,4098,4098
?,1597,1597,1597
?,2577,2577,2577
?,6160,6160,6160
?,3201,3201,3201
?,5945,5945,5945
?,2916,2916,2916
?,1062,1062,1062
?,5757,5757,5757
?,5528,5528,5528
?,798,798,798
?,2715,2715,2715
?,3337,3337,3337
?,7345,7345,7345
?,6074,6074,6074
?,4126,4126,4126
?,828,828,828
?,4114,4114,4114
?,6615,6615,6615
?,6350,6350,6350
?,1231,1231,1231
?,195,195,195
?,4811,4811,4811
?,6522,6522,6522
?,3131,3131,3131
?,3908,3908,3908
?,4804,4804,4804
?,7118,7118,7118
?,6980,6980,6980
?,307,307,307
?,2377,2377,2377
?,1321,1321,1321
?,1242,1242,1242
?,5591,5591,5591
?,3794,3794,3794
?,646,646,646
?,7252,7252,7252
?,5128,5128,5128
?,765,765,765
?,7806,7806,7806
?,5886,5886,5886
?,1898,1898,1898
?,7246,7246,7246
?,1767,1767,1767
?,6615,6615,6615
?,5583,5583,5583
?,5360,5360,5360
?,1154,1154,1154
?,6299,6299,6299
?,5887,5887,5887
?,1320,1320,1320
?,7895,7895,7895
?,4110,4110,4110
?,4230,4230,4230
?,5970,5970,5970
?,4987,4987,4987
?,5337,5337,5337
?,4287,4287,4287
?,7621,7621,7621
?,6297,6297,6297
?,2797,2797,2797
?,3666,3666,3666
?,6434,6434,6434
?,1075,1075,1075
?,2778,2778,2778
?,2383,2383,2383
?,2952,2952,2952
?,5108,5108,5108
?,7012,7012,7012
?,7702,7702,7702
?,3530,3530,3530
?,328,328,328
?,7297,7297,7297
?,5839,5839,5839
?,6343,6343,6343
?,5595,5595,5595
?,3176,3176,3176
?,1959,1959,1959
?,1711,1711,1711
?,5001,5001,5001
?,4972,4972,4972
?,615,615,615
?,7849,7849,7849
?,1249,1249,1249
?,4645,4645,4645
?,5143,5143,5143
?,4076,4076,4076
?,798,798,798
?,6593,6593,6593
?,123,123,123
?,1169,1169,1169
?,6278,6278,6278
?,7131,7131,7131
?,2536,2536,2536
?,4483,4483,4483
?,7107,7107,7107
?,6533,6533,6533
?,6402,6402,6402
?,7333,7333,7333
?,715,715,715
?,4088,4088,4088
?,771,771,771
?,3726,3726,3726
?,2570,2570,2570
?,1391,1391,1391
?,7652,7652,7652
?,2422,2422,2422
?,1323,1323,1323
?,559,559,559
?,2295,2295,2295
?,4723,4723,4723
?,2977,2977,2977
?,2895,2895,2895
?,731,731,731
?,583,583,583
?,1468,1468,1468
?,5822,5822,5822
?,6324,6324,6324
?,3775,3775,3775
?,2114,2114,2114
?,3877,3877,3877
?,2098,2098,2098
?,6252,6252,6252
?,7182,7182,7182
?,3622,3622,3622
?,5328,5328,5328
?,7571,7571,7571
?,1151,1151,1151
?,7700,7700,7700
?,1016,1016,1016
?,4660,4660,4660
?,4000,4000,4000
?,325,325,325
?,2978,2978,2978
?,7037,7037,7037
?,2349,2349,2349
?,3285,3285,3285
?,3351,3351,3351
?,7021,7021,7021
?,5077,5077,5077
?,7514,7514,7514
?,5576,5576,5576
?,1057,1057,1057
?,3612,3612,3612
?,3005,3005,3005
?,4199,4199,4199
?,6921,6921,6921
?,5117,5117,5117
?,7800,7800,7800
?,2570,2570,2570
?,3062,3062,3062
?,684,684,684
?,5589,5589,5589
?,3385,3385,3385
?,4145,4145,4145
?,3688,3688,3688
?,2154,2154,2154
?,7188,7188,7188
?,7173,7173,7173
?,5592,5592,5592
?,350,350,350
?,5085,5085,5085
?,5275,5275,5275
?,468,468,468
?,6071,6071,6071
?,6477,6477,6477
?,2006,2006,2006
?,5733,5733,5733
?,6728,6728,6728
?,4595,4595,4595
?,66,66,66
?,1267,1267,1267
?,6989,6989,6989
?,863,863,863
?,2382,2382,2382
?,3079,3079,3079
?,1297,1297,1297
?,4671,4671,4671
?,3271,3271,3271
?,6995,6995,6995
?,598,598,598
?,1828,1828,1828
?,3181,3181,3181
?,7162,7162,7162
?,3787,3787,3787
?,5482,5482,5482
?,766,766,766
?,2859,2859,2859
?,3817,3817,3817
?,3838,3838,3838
?,5264,5264,5264
?,4384,4384,4384
?,7374,7374,7374
?,6704,6704,6704
?,3809,3809,3809
?,894,894,894
?,704,704,704
?,1477,1477,1477
?,5995,5995,5995
?,888,888,888
?,7516,7516,7516
?,7861,7861,7861
?,7558,7558,7558
?,3252,3252,3252
?,6294,6294,6294
?,3549,3549,3549
?,1635,1635,1635
?,3290,3290,3290
?,2693,2693,2693
?,529,529,529
?,2600,2600,2600
?,2806,2806,2806
?,4951,4951,4951
?,3984,3984,3984
?,1742,1742,1742
?,5754,5754,5754
?,6073,6073,6073
?,3902,3902,3902
?,937,937,937
?,2281,2281,2281
?,3724,3724,3724
?,314,314,314
?,4466,4466,4466
?,1276,1276,1276
?,7771,7771,7771
?,3850,3850,3850
?,1193,1193,1193
?,5245,5245,5245
?,1749,1749,1749
?,2623,2623,2623
?,4655,4655,4655
?,257,257,257
?,4925,4925,4925
?,6343,6343,6343
?,3116,3116,3116
?,512,512,512
?,7672,7672,7672
?,6624,6624,6624
?,2962,2962,2962
?,6469,6469,6469
?,3524,3524,3524
?,3879,3879,3879
?,1749,1749,1749
?,444,444,444
?,1733,1733,1733
?,7111,7111,7111
?,188,188,188
?,7805,7805,7805
?,6215,6215,6215
?,5601,5601,5601
?,3465,3465,3465
?,2211,2211,2211
?,2065,2065,2065
?,5208,5208,5208
?,1443,1443,1443
?,685,685,685
?,1162,1162,1162
?,568,568,568
?,2244,2244,2244
?,3319,3319,3319
?,670,670,670
?,2444,2444,2444
?,7158,7158,7158
?,5835,5835,5835
?,3699,3699,3699
?,7138,7138,7138
?,3439,3439,3439
?,4299,4299,4299
?,1754,1754,1754
?,5486,5486,5486
?,7317,7317,7317
?,2126,2126,2126
?,1508,1508,1508
?,6804,6804,6804
?,441,441,441
?,758,758,758
?,7332,7332,7332
?,7387,7387,7387
?,3511,3511,3511
?,2802,2802,2802
?,7892,7892,7892
?,6171,6171,6171
?,2433,2433,2433
?,1348,1348,1348
?,1627,1627,1627
?,2862,2862,2862
?,7717,7717,7717
?,3434,3434,3434
?,3946,3946,3946
?,3896,3896,3896
?,4387,4387,4387
?,5643,5643,5643
?,6422,6422,6422
?,1317,1317,1317
?,5708,5708,5708
?,3579,3579,3579
?,2906,2906,2906
?,7477,7477,7477
?,5677,5677,5677
?,4673,4673,4673
?,3188,3188,3188
?,6743,6743,6743
?,82,82,82
?,4595,4595,4595
?,6415,6415,6415
?,7322,7322,7322
?,4892,4892,4892
?,1627,1627,1627
?,638,638,638
?,5921,5921,5921
?,5472,5472,5472
?,4739,4739,4739
?,5051,5051,5051
?,1185,1185,1185
?,2653,2653,2653
?,5441,5441,5441
?,6747,6747,6747
?,7693,7693,7693
?,6016,6016,6016
?,6086,6086,6086
?,6761,6761,6761
?,6036,6036,6036
?,6006,6006,6006
?,2593,2593,2593
?,117,117,117
?,1233,1233,1233
?,7345,7345,7345
?,3758,3758,3758
?,7650,7650,7650
?,1209,1209,1209
?,4092,4092,4092
?,7081,7081,7081
?,2593,2593,2593
?,931,931,931
?,6489,6489,6489
?,5521,5521,5521
?,3330,3330,3330
?,2153,2153,2153
?,4266,4266,4266
?,5917,5917,5917
?,31,31,31
?,3691,3691,3691
?,7728,7728,7728
?,6820,6820,6820
?,7023,7023,7023
?,1030,1030,1030
?,5197,5197,5197
?,3681,3681,3681
?,5235,5235,5235
?,4739,4739,4739
?,799,799,799
?,299,299,299
?,1791,1791,1791
?,6109,6109,6109
?,1538,1538,1538
?,3443,3443,3443
?,5706,5706,5706
?,4474,4474,4474
?,6344,6344,6344
?,1361,1361,1361
?,4923,4923,4923
?,3093,3093,3093
?,1771,1771,1771
?,2852,2852,2852
?,1719,1719,1719
?,7802,7802,7802
?,1566,1566,1566
?,5568,5568,5568
?,4726,4726,4726
?,7825,7825,7825
?,118,118,118
?,3034,3034,3034
?,6667,6667,6667
?,2981,2981,2981
?,133,133,133
?,2474,2474,2474
?,7346,7346,7346
?,2515,2515,2515
?,4114,4114,4114
?,6710,6710,6710
?,7109,7109,7109
?,1022,1022,1022
?,5729,5729,5729
?,4089,4089,4089
?,5316,5316,5316
?,3736,3736,3736
?,3392,3392,3392
?,3362,3362,3362
?,2882,2882,2882
?,2886,2886,2886
?,6785,6785,6785
?,4444,4444,4444
?,3489,3489,3489
?,4286,4286,4286
?,6268,6268,6268
?,2752,2752,2752
?,929,929,929
?,7589,7589,7589
?,1441,1441,1441
?,3759,3759,3759
?,3510,3510,3510
?,3057,3057,3057
?,1450,1450,1450
?,4529,4529,4529
?,4874,4874,4874
?,1333,1333,1333
?,4447,4447,4447
?,3571,3571,3571
?,3126,3126,3126
?,2335,2335,2335
?,6923,6923,6923
?,5404,5404,5404
?,5641,5641,5641
?,5573,5573,5573
?,3584,3584,3584
?,5195,5195,5195
?,2321,2321,2321
?,5752,5752,5752
?,5083,5083,5083
?,7684,7684,7684
?,7579,7579,7579
?,7421,7421,7421
?,7021,7021,7021
?,813,813,813
?,718,718,718
?,6603,6603,6603
?,6859,6859,6859
?,851,851,851
?,735,735,735
?,5322,5322,5322
?,135,135,135
?,5049,5049,5049
?,7640,7640,7640
?,3370,3370,3370
?,850,850,850
?,4067,4067,4067
?,6144,6144,6144
?,6159,6159,6159
?,5111,5111,5111
?,7596,7596,7596
?,4463,4463,4463
?,817,817,817
?,5190,5190,5190
?,3639,3639,3639
?,4124,4124,4124
?,4762,4762,4762
?,6602,6602,6602
